Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,231.0,,,-162.0,332.0,
Free Cash Flow Growth % YOY,,,,922.0,311.0,-904.0,,125.0,-842.0,,
Cap Ex as a % of Sales,4.54,5.69,4.39,4.39,5.7,6.02,6.09,7.8,7.62,5.79,4.94
Free Cash Flow/Sales %,6.07,4.74,9.7,8.75,8.55,6.88,9.12,8.64,7.3,8.76,13.66
Free Cash Flow/Net Income,0.54,1.02,1.35,0.92,1.2,0.75,0.85,0.85,0.64,0.81,1.77
