Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,76.44,,,,,,,288.49,39.2,
Free Cash Flow Growth % YOY,,131.53,,,,,,,409.98,38.28,
Cap Ex as a % of Sales,5.75,8.27,14.97,0.2,1.54,1.02,2.46,0.57,0.22,0.43,
Free Cash Flow/Sales %,2.5,5.46,-64.04,10.4,-11.37,4.25,-9.52,1.58,6.41,10.63,6.24
Free Cash Flow/Net Income,0.16,0.83,6.08,-2.4,3.09,-1.92,0.24,-0.01,1.95,2.9,1.4
