Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,9.11,-7.08,-14.85,34.79,1.26,-4.77,39.12,17.25,1.13,-3.39,
3-Year Average,8.02,5.95,-4.78,2.17,5.14,9.13,10.29,15.81,18.16,4.64,
5-Year Average,7.03,5.88,-0.06,6.42,3.33,0.56,9.01,16.22,9.73,8.7,
10-Year Average,1.25,1.2,1.9,7.92,8.69,3.75,7.43,7.77,8.06,5.98,
