Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,74.89,-10.22,14.09,9.68,-6.71,13.0,11.09
3-Year Average,,,,,,,21.45,3.96,5.29,4.96,
5-Year Average,,,,,,,,,12.88,3.44,
10-Year Average,,,,,,,,,,,
