Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,55.34,59.1,73.26,57.04,56.71,90.08,76.12,86.08,105.01,79.67,
Gross Margin,44.66,40.9,26.74,42.96,43.29,9.92,23.88,13.92,-5.01,20.33,
SG&A,5.7,6.2,7.62,6.22,12.5,14.46,13.61,13.29,14.37,11.55,
R&D,0.16,0.14,0.16,0.1,,,,,,,
Other,4.02,1.82,-1.03,-2.76,0.4,1.04,2.06,0.67,0.72,0.99,9.18
Operating Margin,35.06,34.1,21.27,39.58,30.87,-5.58,8.2,0.51,-20.1,7.79,18.55
Net Int Inc & Other,-0.42,-1.52,-1.95,-0.5,4.39,4.98,-2.41,-1.47,-6.56,4.48,4.4
EBT Margin,34.63,32.58,19.32,39.08,35.26,-0.6,5.79,-0.96,-26.66,12.27,22.95
