Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,155.69,23.26,,,111.11,-52.63,,,-49.37,230.0,144.44
3-Year Average,,,,-40.63,-28.96,,,60.8,64.41,,
5-Year Average,,,,,2.47,-26.86,,,34.76,47.35,
10-Year Average,,,,,,,,,,22.88,
