Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-7.74,0.49,330.48,-2.94,-53.93,18.64,-3.95,38.31,121.54,-13.96,12.39
3-Year Average,,,58.62,61.33,24.4,-19.05,-19.33,16.38,43.31,38.15,
5-Year Average,,,,,12.29,18.08,17.01,-6.76,9.98,24.61,
10-Year Average,,,,,,,,,,18.29,
