Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,55.36,60.08,54.24,52.76,50.36,49.29,47.46,51.76,53.52,56.07,56.07
Gross Margin,44.64,39.92,45.76,47.24,49.64,50.71,52.54,48.24,46.48,43.93,43.93
SG&A,19.85,19.9,19.93,19.59,19.85,20.51,21.03,21.56,22.83,22.66,22.66
R&D,,,,,,,,,,,
Other,2.92,2.77,2.86,2.78,1.7,2.39,1.89,3.23,3.42,2.51,2.51
Operating Margin,21.87,17.25,22.97,24.88,28.09,27.81,29.62,23.45,20.23,18.77,18.77
Net Int Inc & Other,-2.66,-4.57,-4.74,-3.12,-3.1,-2.3,-4.12,-4.59,-4.29,-2.09,-2.09
EBT Margin,19.21,12.68,18.23,21.76,24.99,25.51,25.5,18.86,15.94,16.68,16.68
