Key Profitability,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Tax Rate %,,,,,,,,,,354.74,84.49
Net Margin %,,,,,,,,,,-4.49,1.2
Asset Turnover (Average),,,,,,,,,,0.5,0.73
Return on Assets %,,,-24.13,-49.88,-11.06,-12.31,-4.05,-5.26,1.09,-2.25,0.88
Financial Leverage (Average),,,1.1,1.04,1.02,1.02,1.02,1.01,1.28,1.4,1.4
Return on Equity %,,,-26.52,-53.18,-11.36,-12.56,-4.12,-5.34,1.39,-3.01,1.18
Return on Invested Capital %,,,-29.43,-53.89,-12.05,-15.87,-6.37,-6.2,1.07,-0.43,3.81
Interest Coverage,,,,,,,,,,1.29,2.58
