Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-21.7,10.84,,,,-61.9,200.0,,-2.08,6.38,
3-Year Average,19.7,-15.41,,,-21.94,,,4.55,43.22,1.37,
5-Year Average,24.37,19.68,,,-16.22,-27.46,-11.48,,,3.55,
10-Year Average,,,,,,-2.47,4.47,2.08,-10.71,-6.86,
