Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,9.39,4.85,1.94,3.11,9.5,-0.23,12.38,30.11,6.61,4.01,4.21
3-Year Average,8.1,6.59,5.35,3.29,4.8,4.05,7.08,13.41,15.95,13.0,
5-Year Average,12.23,8.94,6.19,4.95,5.71,3.78,5.23,10.5,11.24,10.1,
10-Year Average,17.17,13.38,11.46,10.31,9.39,7.92,7.07,8.32,8.04,7.88,
