Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,27.78,40.61,-74.28,360.61,-5.94,-22.02,3.79,40.85,-31.54,5.22,-15.33
3-Year Average,,35.35,-22.68,18.55,3.68,50.05,-8.69,4.46,0.03,0.48,
5-Year Average,,,,24.05,14.9,4.09,-2.04,37.63,-6.0,-3.86,
10-Year Average,3.57,10.73,-4.68,1.48,,,,,7.99,5.1,
