Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,31.41,-54.09,101.37,12.24,0.61,-66.27,-5.36,133.96,87.1,55.56
3-Year Average,,10.14,-4.19,6.7,1.24,31.5,-27.51,-31.51,-9.27,60.61,
5-Year Average,,23.65,-4.31,4.32,14.73,6.53,-18.84,-6.2,-3.35,7.05,
10-Year Average,,23.43,4.73,10.03,14.8,15.44,0.18,-5.26,0.41,10.83,
