Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,2.12,14.1,-1.98,17.58,7.56,-5.66,-8.62,13.69,,,
Free Cash Flow Growth % YOY,10.62,-13.88,5.65,51.25,-9.61,-20.18,-30.24,39.51,,,
Cap Ex as a % of Sales,4.38,5.61,5.7,4.57,6.24,6.06,7.09,6.9,3.31,3.98,2.79
Free Cash Flow/Sales %,5.86,4.26,4.96,6.81,6.32,4.49,3.41,4.57,-14.23,11.18,10.1
Free Cash Flow/Net Income,1.16,0.44,0.61,1.23,0.52,0.37,0.36,0.48,-0.95,1.76,15.57
