Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,86.57,88.02,81.86,83.74,83.92,83.86,90.14,87.64,80.47,80.31,83.42
Gross Margin,13.43,11.98,18.14,16.26,16.08,16.14,9.86,12.36,19.53,19.69,16.58
SG&A,,,,,,,,,,,
R&D,,,,,,,,,,,
Other,7.34,6.32,10.13,8.83,8.25,6.78,2.44,2.98,6.7,5.28,4.69
Operating Margin,6.09,5.68,8.05,7.43,7.83,9.36,7.42,9.38,12.83,14.41,11.89
Net Int Inc & Other,-1.02,-0.76,-1.76,-1.49,-1.18,-0.93,-1.06,-2.65,-6.11,-3.67,-3.07
EBT Margin,5.07,4.92,6.29,5.95,6.64,8.43,6.36,6.72,6.72,10.74,8.83
