Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,6.02,3.0,-3.12,9.46,-1.2,12.11,-0.43,6.64,10.74,6.94,5.02
3-Year Average,10.48,7.22,1.89,2.98,1.56,6.63,3.31,5.98,5.55,8.09,
5-Year Average,,7.28,6.12,5.5,2.73,3.88,3.18,5.18,5.43,7.11,
10-Year Average,9.05,7.73,5.71,5.91,5.44,,5.21,5.65,5.46,4.9,
