Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-36.66,-64.0,167.47,19.02,33.98,-19.93,35.08,-45.82,64.81,63.7,-11.63
3-Year Average,-5.66,-37.19,-15.2,4.65,62.17,8.49,13.16,-16.32,6.45,13.49,
5-Year Average,7.12,-12.3,-4.16,-4.63,-0.56,4.22,35.77,-1.35,5.29,9.59,
10-Year Average,7.46,-4.33,5.05,8.3,9.2,5.66,9.12,-2.76,0.21,4.4,
