Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-12.74,20.07,24.01,25.0,3.14,-3.04,7.06,20.88,-39.7,-18.09,
3-Year Average,1.76,11.4,9.12,23.01,16.93,7.72,2.3,7.86,-7.93,-15.79,
5-Year Average,15.12,10.36,9.43,16.47,10.87,13.23,10.66,10.1,-4.84,-9.12,
10-Year Average,20.21,40.47,17.88,25.29,,14.17,10.51,9.76,5.28,0.38,
