Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,490.0,,824.0,-56.0,246.0,
Free Cash Flow Growth % YOY,,,,,,,,-866.0,,,
Cap Ex as a % of Sales,19.14,17.63,17.56,14.63,16.67,19.17,15.92,18.12,21.32,17.58,15.65
Free Cash Flow/Sales %,0.98,5.02,5.3,9.57,13.36,10.27,15.15,12.67,12.35,20.16,19.93
Free Cash Flow/Net Income,0.09,0.39,0.4,0.58,0.79,0.55,0.76,0.59,0.56,0.95,0.91
