Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-80.4,100.0,-55.13,274.29,66.79,39.59,9.18,21.47,16.44,6.79,-33.76
3-Year Average,-41.47,-27.48,-43.97,49.76,40.97,105.78,36.48,22.79,15.59,14.74,
5-Year Average,-21.93,-14.53,-29.04,-8.52,1.89,50.89,33.68,63.14,29.17,18.15,
10-Year Average,-14.01,,27.85,3.71,8.29,8.53,6.89,7.6,8.7,9.72,
