Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,67.02,65.75,61.25,57.41,58.36,56.96,54.09,55.05,54.21,57.56,55.58
Gross Margin,32.98,34.25,38.75,42.59,41.64,43.04,45.91,44.95,45.79,42.44,44.42
SG&A,18.11,20.91,22.81,25.15,24.3,25.64,27.19,25.98,27.94,26.18,26.02
R&D,,,,,,,,,,,
Other,5.6,1.85,1.56,1.47,-0.01,0.68,,0.21,3.8,0.06,2.82
Operating Margin,9.28,11.49,14.37,15.96,17.35,16.72,18.72,18.76,14.05,16.21,15.58
Net Int Inc & Other,-2.4,-1.91,-1.71,-1.7,-1.52,-1.44,-1.21,-1.16,-1.84,-1.43,-1.68
EBT Margin,6.88,9.59,12.67,14.26,15.83,15.29,17.51,17.6,12.21,14.78,13.9
