Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,40.21,-33.1,-14.39,152.26,57.35,-34.32,-71.47,,,83.02,
3-Year Average,14.67,11.43,-7.05,13.05,50.34,37.63,-33.44,,-11.21,64.98,
5-Year Average,,4.3,-2.89,24.47,26.09,8.35,-8.63,,-6.27,-3.39,
10-Year Average,,,,,,,-2.38,,8.01,10.37,
