Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,14.48,-10.35,-36.7,3.7,14.75,-13.65,-12.19,1.69,-36.87,5.76,14.3
3-Year Average,15.91,6.29,-13.39,-16.2,-9.01,0.91,-4.54,-8.3,-17.39,-12.11,
5-Year Average,11.75,8.12,-2.44,-4.65,-5.02,-10.23,-10.6,-1.71,-11.0,-12.44,
10-Year Average,11.35,7.25,1.47,-0.13,1.08,0.16,-1.69,-2.07,-7.88,-8.8,
