Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,15.15,-7.8,7.74,1.91,0.9,-17.89,15.15,-9.04,-5.73,4.3,7.62
3-Year Average,11.41,6.3,4.58,0.41,3.47,-5.48,-1.56,-4.9,-0.42,-3.65,
5-Year Average,10.43,8.27,6.56,5.69,3.3,-3.46,0.93,-2.43,-3.94,-3.3,
10-Year Average,10.91,7.85,9.34,9.86,7.51,3.25,4.54,1.97,0.76,-0.05,
