Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,88.89,-19.12,36.36,58.67,-11.76,38.1,64.14,72.27,26.34,4.44,15.27
3-Year Average,61.98,,27.72,20.51,24.05,24.58,25.99,57.47,52.87,31.48,
5-Year Average,,29.67,36.2,,23.87,16.35,34.04,40.46,34.2,38.8,
10-Year Average,0.31,-1.08,,,,,31.84,38.31,,31.13,
