Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,19.65,-62.28,61.07,52.67,-21.61,44.44,32.0,2.04,21.2,-0.08,-43.53
3-Year Average,21.61,-16.5,-10.09,-2.48,24.46,20.02,14.34,24.84,17.75,7.31,
5-Year Average,25.05,-9.49,1.79,7.44,-2.75,0.98,29.74,18.42,13.08,18.7,
10-Year Average,18.68,3.61,17.62,13.76,28.13,12.38,8.36,9.79,10.22,7.44,
