Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,
SG&A,,,,,25.14,23.72,24.3,26.22,28.98,26.34,30.01
R&D,,,,,,,,,,,
Other,82.79,82.85,84.88,83.61,49.42,48.86,58.78,52.91,39.25,37.69,41.71
Operating Margin,17.21,17.15,15.41,16.39,25.44,27.42,16.92,20.88,31.77,35.97,28.28
Net Int Inc & Other,,,,,-7.64,-7.62,,,-7.19,-6.91,-6.47
EBT Margin,17.21,17.15,15.41,16.39,17.8,19.8,16.92,20.88,24.58,29.07,21.81
