Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,60.47,64.88,65.37,64.51,62.81,63.08,61.89,61.03,62.08,62.11,62.7
Gross Margin,39.53,35.12,34.63,35.49,37.19,36.92,38.11,38.97,37.92,37.89,37.3
SG&A,14.09,14.2,12.98,10.18,9.86,9.35,8.35,9.81,13.57,16.96,12.76
R&D,,,,,,,,,,,
Other,9.54,10.46,13.93,10.37,8.19,7.59,6.81,5.85,8.19,9.25,9.44
Operating Margin,15.9,10.45,7.71,14.94,19.13,19.97,22.95,23.3,16.16,11.68,15.09
Net Int Inc & Other,-7.26,-5.46,-6.33,-6.89,-3.85,-5.75,-5.4,-5.66,-9.07,-4.73,-6.91
EBT Margin,8.64,4.98,1.38,8.05,15.29,14.22,17.55,17.65,7.1,6.95,8.18
