Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,12.76,30.08,-28.06,14.34,13.6,-2.01,-40.88,-51.82,-38.2,-27.0,14.55
3-Year Average,23.67,21.86,1.8,2.28,-2.24,8.37,-13.02,-34.65,-43.95,-39.87,
5-Year Average,21.54,23.53,12.09,8.28,6.51,3.56,-11.55,-18.36,-27.82,-33.93,
10-Year Average,14.41,20.11,15.45,10.94,11.11,12.19,4.53,-4.34,-11.59,-16.11,
