Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,86.73,86.5,86.55,86.63,86.9,88.17,89.94,90.04,90.14,89.7,89.12
Gross Margin,13.27,13.5,13.45,13.37,13.1,11.83,10.06,9.96,9.86,10.3,10.88
SG&A,9.28,9.66,9.5,8.96,8.8,10.14,11.18,11.47,10.81,11.43,11.42
R&D,,,,,,,,,,,
Other,,0.03,,0.01,-8.8,0.13,0.36,0.01,,,
Operating Margin,3.98,3.81,3.95,4.4,4.29,1.56,-0.14,-0.25,0.45,0.31,0.99
Net Int Inc & Other,-0.02,-0.02,-0.01,-0.01,0.34,0.3,,,-0.01,-0.02,-0.01
EBT Margin,3.96,3.79,3.93,4.39,4.63,1.87,-0.14,-0.25,0.44,0.3,0.98
