Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,-14.89,-6.46,747.55,-58.89,10.44,
3-Year Average,,,,,,,,88.97,48.27,56.71,
5-Year Average,,,,,,,,,,25.1,
10-Year Average,,,,,,,,,,,
