Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,28.99,6.33,1.6,5.16,-11.65,-19.44,27.97,-33.13,33.15,3.36,361.46
3-Year Average,14.64,16.25,11.7,4.34,-1.9,-9.21,-3.07,-11.66,4.45,-2.73,
5-Year Average,15.68,15.96,10.23,10.91,5.3,-4.16,-0.54,-8.52,-4.1,-1.05,
10-Year Average,12.07,12.23,11.35,10.56,8.71,5.3,7.39,0.42,3.13,2.08,
