Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,22.86,-9.3,-31.79,130.08,13.73,-29.89,-40.16,-43.84,17.07,-5.21,
3-Year Average,23.19,10.89,-8.74,12.48,21.3,22.42,-21.86,-38.23,-26.72,-14.58,
5-Year Average,64.22,35.94,2.95,16.43,14.74,2.56,-5.62,-9.22,-20.69,-23.53,
10-Year Average,24.52,20.99,13.35,,15.69,29.78,13.27,-3.33,-3.91,-6.33,
