Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-16.7,-43.1,-39.07,67.03,32.61,30.51,5.58,-23.78,32.3,-14.1,
Free Cash Flow Growth % YOY,-4.06,-93.26,,,27.98,38.98,47.2,-39.36,91.24,-11.29,
Cap Ex as a % of Sales,2.37,2.47,3.6,2.1,1.87,2.12,1.54,1.65,1.84,1.69,1.45
Free Cash Flow/Sales %,3.14,0.18,-0.78,1.6,1.34,1.69,2.49,1.6,4.55,4.68,4.01
Free Cash Flow/Net Income,0.57,-0.18,0.25,4.06,0.81,1.12,1.27,0.58,1.0,1.55,1.72
