Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,-40.59,13.99,0.91,20.67,41.08,15.32,-11.24,-9.34,-1.47
3-Year Average,,,,,-11.92,11.55,19.76,25.22,13.03,-2.46,
5-Year Average,,,,,,,3.07,17.69,11.95,9.58,
10-Year Average,,,,,,,,,,,
