Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,3.8,144.55,23.35,-2.94,33.04,-2.64,107.6,-13.35,42.85,19.85,
Free Cash Flow Growth % YOY,-1.61,313.66,63.7,-9.61,28.25,-5.92,186.49,-31.94,56.27,19.09,
Cap Ex as a % of Sales,3.41,3.51,2.73,2.49,2.64,2.14,1.78,2.09,2.37,2.41,2.02
Free Cash Flow/Sales %,1.42,3.46,5.28,3.96,3.83,2.86,6.67,3.41,5.0,4.99,3.93
Free Cash Flow/Net Income,0.24,0.66,0.85,0.58,0.6,0.45,1.08,0.6,0.85,0.92,0.75
