Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-22.59,898.26,6.85,9.87,64.67,-0.09,16.92,2.57,-3.11,7.52,
Free Cash Flow Growth % YOY,,4624.81,17.99,12.34,68.34,-1.92,14.48,2.39,-2.0,9.45,
Cap Ex as a % of Sales,61.99,2.96,1.65,1.32,1.39,1.72,2.08,1.92,1.61,1.35,1.83
Free Cash Flow/Sales %,13.01,13.56,15.93,16.7,25.0,22.78,21.14,19.12,18.36,19.78,23.71
Free Cash Flow/Net Income,-0.15,1.47,1.0,0.95,0.92,1.08,1.09,1.05,1.14,1.08,1.43
