Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,61.22,45.62,20.26,34.29,24.37,23.99,3.96,-5.89,11.85,13.42,18.04
3-Year Average,62.97,56.71,41.33,32.98,26.17,27.46,17.03,6.65,3.05,6.09,
5-Year Average,52.85,57.02,49.95,44.11,36.36,29.39,20.96,15.17,11.03,9.0,
10-Year Average,,,58.99,48.76,42.28,40.63,37.81,31.41,26.49,21.92,
