Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-18.68,-24.49,-2.57,-3.58,-18.46,-21.13,-17.68,-3.15,6.42,114.55,
3-Year Average,115.8,71.08,-15.74,-10.82,-8.5,-14.73,-19.1,-14.33,-5.33,30.28,
5-Year Average,95.67,4.8,49.2,36.3,-14.0,-14.53,-13.04,-13.14,-11.41,7.5,
10-Year Average,48.9,38.64,24.57,22.95,,29.32,-4.54,13.84,9.88,-3.85,
