Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,5.72,5.66,-14.1,-4.19,-1.94,0.04,-0.89,1.74,-21.0,5.37,14.37
3-Year Average,4.27,6.83,-1.37,-4.55,-6.9,-2.05,-0.93,0.29,-7.3,-5.39,
5-Year Average,5.58,6.35,0.57,0.07,-2.05,-3.13,-4.36,-1.07,-4.81,-3.43,
10-Year Average,6.91,6.22,3.53,1.47,1.58,1.13,0.85,-0.25,-2.4,-2.75,
