Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,6.67,0.43,-4.83,79.55,-17.42,-8.03,29.3,2.83,-15.02,13.01,
3-Year Average,6.15,1.98,0.64,19.72,12.16,10.9,-0.6,6.94,4.16,-0.42,
5-Year Average,24.37,4.39,2.71,12.63,8.61,5.44,10.91,12.64,-3.01,3.27,
10-Year Average,11.44,13.86,-5.84,33.67,,14.52,7.6,7.56,4.52,5.91,
