Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,-81.92,336.81,-40.44,-65.78,213.3,9.41,10.41,-28.88,34.18,2.87
3-Year Average,,-26.4,3.86,-18.44,0.29,-13.89,5.46,55.84,-4.93,1.76,
5-Year Average,,-5.3,19.55,3.23,-25.15,-10.41,27.62,-5.06,-1.63,29.29,
10-Year Average,,,14.65,8.11,0.57,13.24,10.07,6.64,0.79,-1.86,
