Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,1.68,2.0,1.74,3.75,4.4,4.98,5.77,5.41,5.7,5.89
Gross Margin,,98.32,98.0,98.26,96.25,95.6,95.02,94.23,94.59,94.3,94.11
SG&A,7.71,6.65,6.49,7.59,7.51,7.87,7.29,5.47,4.82,4.71,4.76
R&D,,,,,,,,,,,
Other,49.57,57.36,54.45,55.7,54.53,58.24,64.28,63.75,63.8,62.6,61.71
Operating Margin,42.72,34.31,37.06,34.97,34.22,29.5,23.45,25.0,25.97,26.99,27.64
Net Int Inc & Other,-42.72,,,,,,,4.2,2.17,1.99,2.04
EBT Margin,,34.31,37.06,34.97,34.22,29.5,23.45,29.2,28.15,28.98,29.69
