Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,39.32,34.19,33.32,32.71,30.95,29.05,29.36,29.51,29.79,29.94,29.94
Gross Margin,60.68,65.81,66.68,67.29,69.05,70.95,70.64,70.49,70.21,70.06,70.06
SG&A,,,,24.14,28.35,28.4,28.93,31.85,33.46,34.07,34.07
R&D,6.55,5.42,4.32,3.88,4.12,6.35,7.86,6.89,7.47,8.55,8.55
Other,33.62,32.31,26.91,1.18,1.59,1.14,,,2.3,2.04,2.04
Operating Margin,20.14,27.94,36.07,38.08,34.99,35.06,33.85,31.75,26.98,25.4,25.4
Net Int Inc & Other,1.59,0.76,0.26,0.48,0.44,0.04,0.19,0.26,-0.53,-1.5,-1.5
EBT Margin,21.73,28.7,36.33,38.56,35.43,35.1,34.04,32.01,26.45,23.89,23.89
