Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,8.42,-68.72,64.96,75.22,13.13,16.07,-16.35,21.61,13.42,3.17,11.39
3-Year Average,41.38,-16.81,-17.6,-3.3,48.43,32.02,3.18,5.7,4.89,12.48,
5-Year Average,40.5,-15.81,7.83,10.72,2.09,3.49,26.0,18.54,8.67,6.68,
10-Year Average,5.05,-6.99,-5.96,3.31,18.8,20.58,2.99,13.06,9.69,4.36,
