Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,36.29,26.99,46.33,48.33,43.61,51.13,40.91,48.61,47.46,36.78,36.78
Gross Margin,63.71,73.01,53.67,51.67,56.39,48.87,59.09,51.39,52.54,63.22,63.22
SG&A,46.42,63.66,82.11,108.52,79.92,83.06,86.0,94.88,158.05,109.04,109.04
R&D,1.93,2.92,21.68,27.13,15.24,16.01,17.49,21.59,30.92,21.07,21.07
Other,15.22,34.9,-40.52,-43.13,-35.66,-37.56,-33.15,-34.89,-53.14,-39.98,-39.98
Operating Margin,0.14,-28.47,-9.59,-40.85,-3.11,-12.65,-11.25,-30.2,-83.29,-26.92,-26.92
Net Int Inc & Other,2.55,2.01,0.88,-0.69,-1.03,5.83,7.47,18.51,36.43,38.67,38.67
EBT Margin,2.69,-26.46,-8.72,-41.54,-4.15,-6.82,-3.78,-11.69,-46.87,11.75,11.75
