Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,67.18,62.48,58.38,57.73,58.38,57.8,57.67,56.87,55.37,53.75,53.59
Gross Margin,32.82,37.52,41.62,42.27,41.62,42.2,42.33,43.13,44.63,46.25,46.41
SG&A,13.86,17.72,18.42,17.9,18.54,18.58,20.29,19.25,19.68,20.0,20.17
R&D,,,,,,,,,,,
Other,,,,,,,,,,,-0.18
Operating Margin,18.96,19.8,23.2,24.36,23.08,23.62,22.04,23.88,24.95,26.25,26.41
Net Int Inc & Other,-1.77,-5.84,-5.2,-5.18,-6.23,-3.76,-3.39,-3.22,-4.83,-3.09,-3.05
EBT Margin,17.19,13.95,18.0,19.19,16.86,19.86,18.65,20.67,20.12,23.16,23.36
