Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-15.43,-0.38,-6.22,-9.95,-8.83,40.49,16.38,6.04,2.75,-3.97,-2.51
3-Year Average,-4.51,-7.79,-7.55,-5.6,-8.35,4.87,14.23,20.13,8.23,1.52,
5-Year Average,2.22,-0.9,-4.04,-7.91,-8.29,1.51,4.71,7.31,10.18,11.34,
10-Year Average,4.26,4.41,1.98,-1.8,-4.22,1.86,1.87,1.48,0.73,1.05,
