Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,78.95,29.74,30.19,27.33,28.21,27.15,30.51,33.9,36.64,37.43,38.26
Gross Margin,21.05,70.26,69.81,72.67,71.79,72.85,69.49,66.1,63.36,62.57,61.74
SG&A,28.95,32.38,34.36,31.68,28.1,28.68,28.87,27.01,26.1,26.01,25.8
R&D,,,,,,,,,,,
Other,2.63,7.17,-1.39,3.83,0.43,2.74,4.93,6.19,6.21,4.88,4.88
Operating Margin,-10.53,30.7,36.84,37.16,43.26,41.43,35.68,32.9,31.04,31.68,31.06
Net Int Inc & Other,197.37,-8.8,-6.8,-11.47,-5.76,-7.6,-4.32,-5.01,-6.66,-5.96,-10.51
EBT Margin,186.84,21.9,30.05,25.69,37.5,33.83,31.36,27.89,24.38,25.72,20.55
