Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,,,,,,553.49,-33.81,
3-Year Average,,,,,,,,86.77,,,
5-Year Average,,,,,,,,,,94.98,
10-Year Average,,,,,,,,,,,
