Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-5.01,-35.73,7.16,-33.96,13.43,13.16,10.47,4.67,4.88,7.82,1.69
3-Year Average,8.65,-15.77,-13.19,-23.1,-7.06,-5.36,12.35,9.38,6.64,5.78,
5-Year Average,4.14,-1.83,-2.45,-15.81,-13.29,-10.2,0.07,-0.4,9.25,8.15,
10-Year Average,66.03,37.82,28.38,3.67,-2.39,-3.3,-0.88,-1.43,-4.1,-3.16,
