Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,3.09,2.66,0.3,0.85,1.73,2.15,2.47,2.17,2.08,2.63,2.15
Free Cash Flow/Sales %,-2.12,1.13,0.37,-1.04,-2.35,-9.25,-7.34,-8.96,-3.07,-5.58,-4.27
Free Cash Flow/Net Income,-0.95,1.33,0.1,-0.25,-0.57,-2.34,-1.87,-2.14,-0.75,-1.41,-1.04
