Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-10.2,-33.85,-8.11,12.41,14.96,21.27,14.59,16.56,2.38,-56.65,12.05
3-Year Average,12.88,-7.31,-18.27,-11.92,5.89,16.15,16.9,17.44,11.0,-19.72,
5-Year Average,16.02,2.44,-2.65,-3.83,-6.74,-0.97,10.54,15.92,13.78,-6.39,
10-Year Average,,5.25,3.66,10.36,8.35,7.19,6.41,6.23,4.6,-6.56,
