Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,2.1,7.59,-34.49,3.78,22.79,1.86,1.43,0.6,6.56,-28.95,14.03
3-Year Average,13.53,12.49,-10.39,-9.9,-5.84,9.08,8.25,1.29,2.83,-8.68,
5-Year Average,10.77,11.29,0.62,-0.65,-1.72,-1.76,-2.92,5.78,6.34,-4.68,
10-Year Average,8.73,8.93,3.65,1.5,4.54,4.31,3.95,3.17,2.79,-3.21,
