Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-16.26,24.39,,,480.34,-35.15,-3.29,46.29,-49.9,122.63,
3-Year Average,9.49,11.8,,-55.0,-24.81,,53.82,-2.83,-10.84,17.73,
5-Year Average,55.47,96.32,,-36.61,-15.04,-19.27,-23.24,,21.68,0.46,
10-Year Average,17.46,21.38,,-8.07,21.29,12.03,22.76,-4.42,-12.18,-7.61,
