Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,15.61,-34.02,11.33,24.73,-1.69,-9.41,-16.74,15.09,7.6,0.16,-16.49
3-Year Average,19.54,-7.36,-5.3,-2.87,10.93,3.57,-9.49,-4.61,1.03,7.44,
5-Year Average,17.97,7.22,4.64,2.0,0.81,-3.98,0.59,1.26,-1.69,-1.32,
10-Year Average,30.82,15.75,12.65,12.99,10.58,6.43,3.85,2.94,0.14,-0.26,
