Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,15.33,-26.88,29.83,15.01,32.49,19.37,-37.93,79.11,0.08,14.35,
Free Cash Flow Growth % YOY,19.17,-42.3,61.83,6.56,32.13,20.88,-54.26,128.45,-44.06,40.27,
Cap Ex as a % of Sales,3.25,5.44,3.11,5.12,6.03,5.85,6.47,5.7,11.8,8.54,7.2
Free Cash Flow/Sales %,23.46,12.29,19.76,20.51,23.84,24.66,9.53,18.02,8.71,9.29,12.56
Free Cash Flow/Net Income,2.11,-0.14,1.95,1.48,1.74,3.55,1.95,2.61,0.76,2.89,3.07
