Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-5.64,102.73,-20.71,-49.36,-58.7,183.76,,,,,
3-Year Average,46.7,141.83,14.9,-6.63,-45.06,-15.97,,-12.05,,,
5-Year Average,,-15.62,38.38,41.53,-20.52,-0.94,,-32.3,,,
10-Year Average,38.86,39.78,32.33,10.06,-2.93,,,-3.21,,,
