Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,,100.0,100.0,100.0,100.0,100.0,,
COGS,,,,,,,15.72,,,,
Gross Margin,,,,,,100.0,84.28,,,,
SG&A,,,,,,,,,,,
R&D,,,,,561.45,548.25,159.51,255.05,,,
Other,,,,,,,13.09,,,,
Operating Margin,,,,,,,,,,,
Net Int Inc & Other,,,,,-230.63,-238.49,-562.65,,,,
EBT Margin,,,,,,,,,,,
