Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,20.6,-82.8,,,,,,,26.43,,-153.27
3-Year Average,1.81,-48.09,,,,,,,,,
5-Year Average,18.9,-10.41,,,,,,,,,
10-Year Average,,,,,,,,-21.31,-21.51,,
