Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,-24.16,-52.63,-29.46,-19.63,30.57,8.03,12.09,6.58,24.6,-34.75,
Free Cash Flow Growth % YOY,-20.54,-47.55,-31.68,-18.01,34.98,7.73,12.3,6.03,24.02,-35.46,
Cap Ex as a % of Sales,3.83,1.51,1.62,0.99,0.63,0.71,0.74,0.91,1.21,0.98,1.09
Free Cash Flow/Sales %,23.25,29.08,18.84,15.39,21.11,21.59,24.03,25.08,29.6,18.63,21.6
Free Cash Flow/Net Income,0.9,0.94,0.99,0.67,1.03,0.9,0.94,0.89,1.06,0.25,0.27
