Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,17.42,21.29,-34.04,45.16,34.44,17.36,6.34,9.93,6.63,-2.26,13.64
3-Year Average,21.7,19.56,-2.06,5.11,8.78,31.82,18.83,11.12,7.62,4.64,
5-Year Average,25.39,27.67,7.59,10.35,12.89,12.87,9.94,21.77,14.48,7.41,
10-Year Average,19.1,18.31,11.11,12.95,18.0,18.97,18.48,14.46,12.4,10.12,
