Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,131.63,-43.78,50.24,70.51,-62.31,327.55,-0.89
3-Year Average,,,,,,,25.07,12.93,-1.16,40.07,
5-Year Average,,,,-25.43,-17.22,,,,4.69,18.34,
10-Year Average,,,,3.98,,0.46,-0.18,0.12,-11.65,-1.02,
