Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,-592.0,,-569.0,,-758.0,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,5.68,6.57,4.17,4.11,4.71,4.23,6.4,6.37,7.49,5.73,5.02
Free Cash Flow/Sales %,-3.85,3.32,10.33,8.02,6.13,4.92,4.12,2.66,9.48,5.43,4.04
Free Cash Flow/Net Income,-0.48,0.71,2.02,1.27,0.98,0.81,0.7,0.5,2.28,2.27,1.25
